Players,Team,Location,Opponent,Opponent Conference,Power,Top 25,,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,OPP ACTIVE VALUE,OPP HISTORICAL VALUE,TEAM ACTIVE VALUE,TEAM HISTORICAL VALUE,Doubles,Double Doube,Triple Double,0-3+ FG,Perfect 2 FG min 3,Perfect 3 FG min 3,Points Leader,Def Reb Leader,Off Reb Leader,Steal Leader,Assist Leader,Foul Trouble,20+ minutes,20+ points,SM,Line,Clutch ,Overtime,Attendance,Player Points,Top 7,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Middleton Jr.,Delaware,HOME,Bucknell,Patriot,0,,Bench,0,24,1,7,1,5,2,2,0,3,4,2,1,2,5,,10.183,,16.702,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-12,-4.5,0,0,"1,775",0,TRUE,0,24,1,7,1,5,2,2,0,3,4,2,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Middleton Jr.,Delaware,HOME,Robert Morris,Horizon,0,,Bench,0,24,3,4,1,1,6,6,0,2,1,0,1,1,13,,9.781,,16.702,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,-7.5,1,0,"1,402",0,TRUE,0,24,3,4,1,1,6,6,0,2,1,0,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Andrews,Delaware St.,AWAY,Virginia Tech,ACC,1,,Starter,1,23,0,3,0,1,0,0,1,1,0,0,0,4,0,,46.185,,16.999,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-23,18.5,0,0,4453,0,TRUE,1,23,0,3,0,1,0,0,1,1,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Andrews,Delaware St.,AWAY,Columbia,Ivy,0,0,Starter,1,26,3,10,0,0,0,0,5,2,0,1,1,3,6,0,6.975,0,16.999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-21,12.5,0,0,782,0,TRUE,1,26,3,10,0,0,0,0,5,2,0,1,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Perkins,Delaware St.,AWAY,Virginia Tech,ACC,1,,Bench,0,32,1,5,1,2,5,6,0,3,4,2,2,4,8,,46.185,,16.999,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-23,18.5,0,0,4453,0,TRUE,0,32,1,5,1,2,5,6,0,3,4,2,2,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Perkins,Delaware St.,AWAY,Columbia,Ivy,0,0,Bench,0,26,1,6,1,3,0,0,0,2,2,0,3,2,3,0,6.975,0,16.999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-21,12.5,0,0,782,0,TRUE,0,26,1,6,1,3,0,0,0,2,2,0,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Surgers,Delaware St.,AWAY,Virginia Tech,ACC,1,,Bench,0,20,2,4,0,0,0,2,5,2,0,0,2,2,4,,46.185,,16.999,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-23,18.5,0,0,4453,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Surgers,Delaware St.,AWAY,Columbia,Ivy,0,0,Bench,0,8,1,1,0,0,0,0,0,0,1,1,1,3,2,0,6.975,0,16.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,12.5,0,0,782,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Shepherd,Delaware St.,AWAY,Columbia,Ivy,0,0,Bench,0,7,0,0,0,0,1,2,1,1,0,0,0,0,1,0,6.975,0,16.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,12.5,0,0,782,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar. Watson,Delaware St.,AWAY,Virginia Tech,ACC,1,,Bench,0,8,1,1,0,0,0,0,0,0,0,1,1,1,2,,46.185,,16.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,18.5,0,0,4453,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kar. Watson,Delaware St.,AWAY,Columbia,Ivy,0,0,Bench,0,14,3,6,0,0,0,0,0,1,0,0,2,1,6,0,6.975,0,16.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,12.5,0,0,782,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kas. Watson,Delaware St.,AWAY,Virginia Tech,ACC,1,,Starter,1,30,4,14,0,0,1,2,2,3,1,1,3,0,9,,46.185,,16.999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-23,18.5,0,0,4453,0,TRUE,1,30,4,14,0,0,1,2,2,3,1,1,3,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kas. Watson,Delaware St.,AWAY,Columbia,Ivy,0,0,Starter,1,33,8,13,0,1,0,0,1,6,3,2,3,1,16,0,6.975,0,16.999,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-21,12.5,0,0,782,0,TRUE,1,33,8,13,0,1,0,0,1,6,3,2,3,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Newton,Delaware St.,AWAY,Virginia Tech,ACC,1,,Starter,1,9,0,2,0,0,0,0,0,0,0,1,1,3,0,,46.185,,16.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,18.5,0,0,4453,0,TRUE,1,9,0,2,0,0,0,0,0,0,0,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Newton,Delaware St.,AWAY,Columbia,Ivy,0,0,Starter,1,22,2,5,0,0,1,2,1,3,2,1,1,3,5,0,6.975,0,16.999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-21,12.5,0,0,782,0,TRUE,1,22,2,5,0,0,1,2,1,3,2,1,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Robinson,Delaware St.,AWAY,Virginia Tech,ACC,1,,Starter,1,36,6,10,2,2,16,17,0,6,0,1,1,4,30,,46.185,,16.999,1,0,0,0,0,0,1,1,0,0,0,1,1,1,-23,18.5,0,0,4453,0,TRUE,1,36,6,10,2,2,16,17,0,6,0,1,1,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Robinson,Delaware St.,AWAY,Columbia,Ivy,0,0,Starter,1,35,4,13,0,0,7,10,3,4,5,2,2,3,15,0,6.975,0,16.999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-21,12.5,0,0,782,0,TRUE,1,35,4,13,0,0,7,10,3,4,5,2,2,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Smith,Delaware St.,AWAY,Columbia,Ivy,0,0,Starter,1,17,3,12,0,4,0,0,0,3,6,0,1,1,6,0,6.975,0,16.999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-21,12.5,0,0,782,0,TRUE,1,17,3,12,0,4,0,0,0,3,6,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Smith,Delaware St.,AWAY,Virginia Tech,ACC,1,,Starter,1,23,2,9,0,5,1,3,1,3,2,0,4,2,5,,46.185,,16.999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-23,18.5,0,0,4453,0,TRUE,1,23,2,9,0,5,1,3,1,3,2,0,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Somerville,Delaware St.,AWAY,Virginia Tech,ACC,1,,Bench,0,19,1,1,0,0,0,0,0,0,1,3,2,3,2,,46.185,,16.999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-23,18.5,0,0,4453,0,TRUE,0,19,1,1,0,0,0,0,0,0,1,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Somerville,Delaware St.,AWAY,Columbia,Ivy,0,0,Bench,0,11,1,2,0,0,0,0,1,1,0,0,0,2,2,0,6.975,0,16.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,12.5,0,0,782,0,TRUE,0,11,1,2,0,0,0,0,1,1,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Bowen,Denver,AWAY,Stanford,ACC,1,,Bench,0,8,1,1,0,0,0,0,0,0,0,0,0,2,2,,-8.206,,11.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,17.5,0,0,"2,286",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeAndre Craig,Denver,AWAY,Stanford,ACC,1,,Starter,1,30,5,7,0,2,2,2,0,5,4,0,7,4,12,,-8.206,,11.969,1,0,0,0,1,0,0,0,0,0,0,1,1,0,-23,17.5,0,0,"2,286",0,TRUE,1,30,5,7,0,2,2,2,0,5,4,0,7,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeAndre Craig,Denver,AWAY,Colorado St.,Mountain West,0,0,Starter,1,34,5,11,1,2,0,0,0,4,4,2,3,3,11,0,44.205,0,11.969,1,0,0,0,0,0,0,0,0,1,1,0,1,0,-9,21.5,1,0,"4,000",0,TRUE,1,34,5,11,1,2,0,0,0,4,4,2,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver,Denver,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Carney,Denver,AWAY,Stanford,ACC,1,,Bench,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,-8.206,,11.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,17.5,0,0,"2,286",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Addo-Ankrah,Denver,AWAY,Stanford,ACC,1,,Starter,1,25,1,3,1,3,0,0,1,0,0,0,5,2,3,,-8.206,,11.969,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-23,17.5,0,0,"2,286",0,TRUE,1,25,1,3,1,3,0,0,1,0,0,0,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Addo-Ankrah,Denver,AWAY,Colorado St.,Mountain West,0,0,Starter,1,27,4,8,4,8,4,5,1,0,0,1,0,1,16,0,44.205,0,11.969,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-9,21.5,1,0,"4,000",0,TRUE,1,27,4,8,4,8,4,5,1,0,0,1,0,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Carr,Denver,AWAY,Stanford,ACC,1,,Starter,1,22,1,3,0,0,0,2,2,2,0,1,2,2,2,,-8.206,,11.969,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-23,17.5,0,0,"2,286",0,TRUE,1,22,1,3,0,0,0,2,2,2,0,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Carr,Denver,AWAY,Colorado St.,Mountain West,0,0,Starter,1,25,6,7,0,0,1,1,4,2,0,1,0,3,13,0,44.205,0,11.969,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-9,21.5,1,0,"4,000",0,TRUE,1,25,6,7,0,0,1,1,4,2,0,1,0,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Mani,Denver,AWAY,Stanford,ACC,1,,Bench,0,11,1,2,0,1,0,2,0,1,0,0,3,1,2,,-8.206,,11.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,17.5,0,0,"2,286",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Mani,Denver,AWAY,Colorado St.,Mountain West,0,0,Bench,0,14,0,3,0,2,0,0,2,2,1,0,1,2,0,0,44.205,0,11.969,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-9,21.5,1,0,"4,000",0,TRUE,0,14,0,3,0,2,0,0,2,2,1,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Lee,Denver,AWAY,Colorado St.,Mountain West,0,0,Bench,0,17,1,5,0,1,1,2,1,3,1,2,3,4,3,0,44.205,0,11.969,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-9,21.5,1,0,"4,000",0,TRUE,0,17,1,5,0,1,1,2,1,3,1,2,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Pickett,Denver,AWAY,Stanford,ACC,1,,Bench,0,5,1,1,0,0,2,2,0,0,0,0,0,1,4,,-8.206,,11.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,17.5,0,0,"2,286",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Pickett,Denver,AWAY,Colorado St.,Mountain West,0,0,Bench,0,12,1,3,0,2,2,2,3,1,0,1,0,1,4,0,44.205,0,11.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,21.5,1,0,"4,000",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Shogbonyo,Denver,AWAY,Stanford,ACC,1,,Starter,1,27,2,7,0,1,2,2,1,2,0,0,1,1,6,,-8.206,,11.969,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-23,17.5,0,0,"2,286",0,TRUE,1,27,2,7,0,1,2,2,1,2,0,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Shogbonyo,Denver,AWAY,Colorado St.,Mountain West,0,0,Starter,1,33,3,12,2,4,1,1,1,5,3,0,3,2,9,0,44.205,0,11.969,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-9,21.5,1,0,"4,000",0,TRUE,1,33,3,12,2,4,1,1,1,5,3,0,3,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro Lopez-Sanvicente,Denver,AWAY,Stanford,ACC,1,,Starter,1,23,5,7,0,2,0,1,0,2,2,0,1,2,10,,-8.206,,11.969,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-23,17.5,0,0,"2,286",0,TRUE,1,23,5,7,0,2,0,1,0,2,2,0,1,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro Lopez-Sanvicente,Denver,AWAY,Colorado St.,Mountain West,0,0,Starter,1,26,3,7,1,3,0,0,1,5,1,1,1,1,7,0,44.205,0,11.969,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-9,21.5,1,0,"4,000",0,TRUE,1,26,3,7,1,3,0,0,1,5,1,1,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian Akins,Denver,AWAY,Stanford,ACC,1,,Bench,0,20,4,9,1,2,6,6,0,1,0,2,0,1,15,,-8.206,,11.969,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-23,17.5,0,0,"2,286",0,TRUE,0,20,4,9,1,2,6,6,0,1,0,2,0,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian Akins,Denver,AWAY,Colorado St.,Mountain West,0,0,Bench,0,12,1,5,0,2,0,0,0,0,0,0,5,2,2,0,44.205,0,11.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,21.5,1,0,"4,000",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tymo Sternicki,Denver,AWAY,Stanford,ACC,1,,Bench,0,28,1,8,1,6,3,6,3,3,0,1,1,0,6,,-8.206,,11.969,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-23,17.5,0,0,"2,286",0,TRUE,0,28,1,8,1,6,3,6,3,3,0,1,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Denver,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Riddle,DePaul,HOME,Prairie View A&M,SWAC,0,,Bench,0,12,2,2,1,1,0,0,0,3,0,0,1,2,5,,11.659,,-17.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,-16.5,0,0,"2,725",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ Gunn,DePaul,HOME,Mercer,Southern,1,0,Bench,0,20,6,10,1,3,0,0,0,2,0,2,0,0,13,0,12.945,0,-17.123,1,0,0,0,0,0,0,0,0,0,0,0,1,0,31,-8.5,0,0,"2,913",0,TRUE,0,20,6,10,1,3,0,0,0,2,0,2,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conor Enright,DePaul,HOME,Prairie View A&M,SWAC,0,,Starter,1,22,2,5,1,3,0,0,1,2,7,1,3,1,5,,11.659,,-17.123,0,0,0,0,0,0,0,0,0,0,1,0,1,0,33,-16.5,0,0,"2,725",0,TRUE,1,22,2,5,1,3,0,0,1,2,7,1,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conor Enright,DePaul,HOME,Mercer,Southern,1,0,Starter,1,24,1,2,1,2,0,0,0,2,8,1,3,1,3,0,12.945,0,-17.123,0,0,0,0,0,0,0,0,0,0,1,0,1,0,31,-8.5,0,0,"2,913",0,TRUE,1,24,1,2,1,2,0,0,0,2,8,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Skogman,DePaul,HOME,Prairie View A&M,SWAC,0,,Starter,1,12,1,3,0,2,0,0,3,2,1,0,2,3,2,,11.659,,-17.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,-16.5,0,0,"2,725",0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
